index,top_pairs,processed_func
155118,"[(183969, 14.914923065887187), (183971, 14.441612711474693), (183955, 12.736815440376986), (183937, 10.368915884840915), (183932, 9.975629974024535), (185738, 9.539333728066705), (183935, 9.51324862599076), (183949, 9.31690026480999), (185737, 8.506025648117575), (183954, 7.677745513110285), (183957, 7.297591042177191), (185877, 6.674116412914866), (186882, 6.550539988837027), (185668, 6.4910880598075), (183962, 6.334181738153707), (183823, 6.0497238501308015), (185731, 5.7395397186932104), (185701, 5.252537221563239), (185753, 4.8500620830121095), (185746, 4.519890026130844)]","void OmniboxViewViews::HideImeIfNeeded() {
  if (auto* input_method = GetInputMethod()) {
    if (auto* keyboard = input_method->GetInputMethodKeyboardController())
      keyboard->DismissVirtualKeyboard();
  }
}
"
134548,"[(184895, 11.948109197667437), (185346, 10.08181537286523), (184273, 9.288868923828097), (183600, 8.676925404535211), (185492, 8.505277641496601), (186179, 8.208845327943248), (186874, 7.5279303951771945), (185756, 7.411305647781252), (185405, 7.338794357788365), (182052, 6.568275000603416), (184499, 6.218987627665067), (184500, 6.063929131546767), (184419, 6.030369803605541), (177767, 6.008761936706316), (184219, 5.754468807622656), (185852, 5.505665328113892), (186674, 5.445269441484883), (185785, 5.145599971494247), (186673, 5.1376127194853956), (185807, 4.937122799144751)]","  void SetupForTesting() {
    need_paint_update_ = false;
  }
"
141728,"[(185977, 60.889700311142704), (185979, 54.19189480372369), (185981, 39.18106948691943), (184846, 36.072896680227814), (186227, 33.83130844125354), (187305, 30.347266483529395), (186418, 28.454639439253736), (183861, 28.343297906924242), (185302, 28.3391824417053), (185301, 28.3391824417053), (184758, 26.03494567455692), (184788, 25.955722160744614), (184787, 25.795868692809954), (185033, 25.499637378792322), (184769, 24.24946508775278), (184770, 24.201574522742803), (187291, 24.13259709293181), (185300, 23.765022387519615), (186272, 23.472523046141806), (184774, 23.2473821084587)]","void V8Debugger::clearStepping()
{
    DCHECK(enabled());
    v8::HandleScope scope(m_isolate);
    v8::Context::Scope contextScope(debuggerContext());

    v8::Local<v8::Value> argv[] = { v8::Undefined(m_isolate) };
    callDebuggerMethod(""clearStepping"", 0, argv);
}
"
17577,"[(178480, 24.017546603713622), (177947, 21.98103939988121), (177944, 20.13071098021103), (178618, 18.45476242511614), (177936, 18.339252296930823), (178605, 18.104762101975588), (182515, 18.087508076285417), (178607, 17.327764158201767), (186851, 17.078949318006583), (187413, 17.022660141310773), (177935, 16.586942632052143), (187960, 16.31620233022209), (177946, 16.238141474338278), (178303, 16.178873978423518), (179331, 15.8553922606976), (178615, 15.788108967998566), (184990, 15.5150191846643), (178604, 15.390368159162133), (180552, 14.767315339935), (187469, 14.373148386276045)]","ProcRenderCompositeGlyphs(ClientPtr client)
{
    GlyphSetPtr glyphSet;
    GlyphSet gs;
    PicturePtr pSrc, pDst;
    PictFormatPtr pFormat;
    GlyphListRec listsLocal[NLOCALDELTA];
    GlyphListPtr lists, listsBase;
    GlyphPtr glyphsLocal[NLOCALGLYPH];
    Glyph glyph;
    GlyphPtr *glyphs, *glyphsBase;
    xGlyphElt *elt;
    CARD8 *buffer, *end;
    int nglyph;
    int nlist;
    int space;
    int size;
    int rc, n;

    REQUEST(xRenderCompositeGlyphsReq);

    REQUEST_AT_LEAST_SIZE(xRenderCompositeGlyphsReq);

    switch (stuff->renderReqType) {
    default:
        size = 1;
        break;
    case X_RenderCompositeGlyphs16:
        size = 2;
        break;
    case X_RenderCompositeGlyphs32:
        size = 4;
        break;
    }

    if (!PictOpValid(stuff->op)) {
        client->errorValue = stuff->op;
        return BadValue;
    }
    VERIFY_PICTURE(pSrc, stuff->src, client, DixReadAccess);
    VERIFY_PICTURE(pDst, stuff->dst, client, DixWriteAccess);
    if (!pDst->pDrawable)
        return BadDrawable;
    if (pSrc->pDrawable && pSrc->pDrawable->pScreen != pDst->pDrawable->pScreen)
        return BadMatch;
    if (stuff->maskFormat) {
        rc = dixLookupResourceByType((void **) &pFormat, stuff->maskFormat,
                                     PictFormatType, client, DixReadAccess);
        if (rc != Success)
            return rc;
    }
    else
        pFormat = 0;

    rc = dixLookupResourceByType((void **) &glyphSet, stuff->glyphset,
                                 GlyphSetType, client, DixUseAccess);
    if (rc != Success)
        return rc;

    buffer = (CARD8 *) (stuff + 1);
    end = (CARD8 *) stuff + (client->req_len << 2);
    nglyph = 0;
    nlist = 0;
    while (buffer + sizeof(xGlyphElt) < end) {
        elt = (xGlyphElt *) buffer;
        buffer += sizeof(xGlyphElt);

        if (elt->len == 0xff) {
            buffer += 4;
        }
        else {
            nlist++;
            nglyph += elt->len;
            space = size * elt->len;
            if (space & 3)
                space += 4 - (space & 3);
            buffer += space;
        }
    }
    if (nglyph <= NLOCALGLYPH)
        glyphsBase = glyphsLocal;
    else {
        glyphsBase = xallocarray(nglyph, sizeof(GlyphPtr));
        if (!glyphsBase)
            return BadAlloc;
    }
    if (nlist <= NLOCALDELTA)
        listsBase = listsLocal;
    else {
        listsBase = xallocarray(nlist, sizeof(GlyphListRec));
        if (!listsBase) {
            rc = BadAlloc;
            goto bail;
        }
    }
    buffer = (CARD8 *) (stuff + 1);
    glyphs = glyphsBase;
    lists = listsBase;
    while (buffer + sizeof(xGlyphElt) < end) {
        elt = (xGlyphElt *) buffer;
        buffer += sizeof(xGlyphElt);

        if (elt->len == 0xff) {
            if (buffer + sizeof(GlyphSet) < end) {
                memcpy(&gs, buffer, sizeof(GlyphSet));
                rc = dixLookupResourceByType((void **) &glyphSet, gs,
                                             GlyphSetType, client,
                                             DixUseAccess);
                if (rc != Success)
                    goto bail;
            }
            buffer += 4;
        }
        else {
            lists->xOff = elt->deltax;
            lists->yOff = elt->deltay;
            lists->format = glyphSet->format;
            lists->len = 0;
            n = elt->len;
            while (n--) {
                if (buffer + size <= end) {
                    switch (size) {
                    case 1:
                        glyph = *((CARD8 *) buffer);
                        break;
                    case 2:
                        glyph = *((CARD16 *) buffer);
                        break;
                    case 4:
                    default:
                        glyph = *((CARD32 *) buffer);
                        break;
                    }
                    if ((*glyphs = FindGlyph(glyphSet, glyph))) {
                        lists->len++;
                        glyphs++;
                    }
                }
                buffer += size;
            }
            space = size * elt->len;
            if (space & 3)
                buffer += 4 - (space & 3);
            lists++;
        }
    }
    if (buffer > end) {
        rc = BadLength;
        goto bail;
    }

    CompositeGlyphs(stuff->op,
                    pSrc,
                    pDst,
                    pFormat,
                    stuff->xSrc, stuff->ySrc, nlist, listsBase, glyphsBase);
    rc = Success;

 bail:
    if (glyphsBase != glyphsLocal)
        free(glyphsBase);
    if (listsBase != listsLocal)
        free(listsBase);
    return rc;
}
"
54104,"[(180526, 60.714313963496636), (180527, 37.8140334678231), (180669, 14.395348314959042), (178908, 13.494843423393974), (180909, 13.126846912311057), (180602, 12.993429382343486), (178901, 12.908321203237257), (183142, 12.800165435111744), (178910, 12.466064707457667), (180528, 12.227011089698237), (182555, 11.55968975956025), (182082, 10.803820252063261), (180429, 10.658217156451004), (178906, 10.434962328329004), (182562, 10.133643514831267), (178904, 9.66946754411162), (180888, 9.49260007556885), (182556, 9.439989526093601), (178907, 8.51552972899149), (182913, 8.216252279245047)]","static void inetdev_send_gratuitous_arp(struct net_device *dev,
					struct in_device *in_dev)

{
	struct in_ifaddr *ifa;

	for (ifa = in_dev->ifa_list; ifa;
	     ifa = ifa->ifa_next) {
		arp_send(ARPOP_REQUEST, ETH_P_ARP,
			 ifa->ifa_local, dev,
			 ifa->ifa_local, NULL,
			 dev->dev_addr, NULL);
	}
}
"
11233,"[(178216, 22.1280224982844), (180104, 21.759884118556585), (183924, 19.5995087009595), (180139, 18.108312036817892), (180148, 16.029096968036093), (186926, 15.42069554796083), (178150, 14.979181030591555), (178381, 14.157753727388927), (180783, 13.941498684777454), (187491, 13.773982001301151), (179707, 13.40144719774612), (180097, 13.271520482702535), (180841, 13.262412599956273), (187490, 13.207517890928594), (185801, 13.120076289642594), (178383, 12.758053809705725), (188116, 12.730874499176029), (183322, 12.680596489716086), (179079, 12.667289965683414), (187630, 12.518371905565562)]","static int php_snmp_has_property(zval *object, zval *member, int has_set_exists, void **cache_slot)
{
	zval rv;
	php_snmp_prop_handler *hnd;
	int ret = 0;

	if ((hnd = zend_hash_find_ptr(&php_snmp_properties, Z_STR_P(member))) != NULL) {
		switch (has_set_exists) {
			case 2:
				ret = 1;
				break;
			case 0: {
				zval *value = php_snmp_read_property(object, member, BP_VAR_IS, cache_slot, &rv);
				if (value != &EG(uninitialized_zval)) {
					ret = Z_TYPE_P(value) != IS_NULL? 1 : 0;
					zval_ptr_dtor(value);
				}
				break;
			}
			default: {
				zval *value = php_snmp_read_property(object, member, BP_VAR_IS, cache_slot, &rv);
				if (value != &EG(uninitialized_zval)) {
					convert_to_boolean(value);
					ret = Z_TYPE_P(value) == IS_TRUE? 1:0;
				}
				break;
			}
		}
	} else {
		zend_object_handlers *std_hnd = zend_get_std_object_handlers();
		ret = std_hnd->has_property(object, member, has_set_exists, cache_slot);
	}
	return ret;
}
"
132234,"[(184869, 15.349363542755839), (183842, 13.3025955423375), (179319, 11.93781260125206), (186264, 10.425237023775237), (185289, 10.08436402191905), (186433, 10.080141873754345), (179318, 9.732805067325497), (182513, 9.620499673567307), (183824, 9.534016528442638), (182514, 8.933615238994566), (184401, 8.809669053165766), (183825, 8.613697628608115), (187264, 8.596090304885577), (180068, 8.339410875911206), (181956, 8.272929366561277), (178699, 7.885242576599969), (181223, 7.816227260871328), (185566, 7.52012715204517), (184483, 7.455502601394944), (183840, 7.114240015964687)]","void RenderFrameImpl::OnContextMenuClosed(
    const CustomContextMenuContext& custom_context) {
  if (custom_context.request_id) {
    ContextMenuClient* client =
        pending_context_menus_.Lookup(custom_context.request_id);
    if (client) {
      client->OnMenuClosed(custom_context.request_id);
      pending_context_menus_.Remove(custom_context.request_id);
    }
  } else {
    if (custom_context.link_followed.is_valid())
        frame_->sendPings(context_menu_node_, custom_context.link_followed);
    context_menu_node_.reset();
  }
}
"
100170,"[(187046, 25.283595013976303), (184492, 19.941428346923367), (183615, 15.594784989698432), (183556, 15.225180899538524), (183963, 14.654984920018144), (185345, 14.09412477489206), (184675, 13.109288501949642), (183973, 12.98656941029982), (185559, 12.023895750969974), (185560, 11.699613183114025), (184677, 11.67573679429226), (183857, 11.633390840835881), (184840, 10.061713298617418), (183968, 10.041065785158693), (184865, 9.937772311169416), (183970, 9.66667656059218), (186425, 9.6253258883084), (184705, 9.358517825928397), (183972, 9.351006414460002), (186402, 9.0347574943549)]","  virtual std::wstring GetMessageText() const {
    return l10n_util::GetString(IDS_DEFAULT_BROWSER_INFOBAR_SHORT_TEXT);
  }
"
141137,"[(187044, 46.2611158459081), (184957, 14.111170181747918), (187127, 13.556634438400398), (186670, 11.94861752314119), (187040, 10.529630962798965), (187189, 9.596811149346639), (181711, 7.428511142151417), (186905, 7.116350384684621), (177901, 6.9963562051681745), (187177, 6.976649478985666), (186595, 6.933605867533537), (185962, 6.804973132561656), (187041, 6.660741251224707), (186514, 6.3908055606324705), (187640, 6.239073645444006), (177843, 5.970197798670353), (187012, 5.776155382331878), (179075, 5.019955009763539), (185623, 4.9605321094114965), (184273, 4.696248111556523)]","bool Document::IsSecureContext() const {
  bool is_secure = secure_context_state_ == SecureContextState::kSecure;
  if (GetSandboxFlags() != kSandboxNone) {
    UseCounter::Count(
        *this, is_secure
                   ? WebFeature::kSecureContextCheckForSandboxedOriginPassed
                   : WebFeature::kSecureContextCheckForSandboxedOriginFailed);
  }
  UseCounter::Count(*this, is_secure ? WebFeature::kSecureContextCheckPassed
                                     : WebFeature::kSecureContextCheckFailed);
  return is_secure;
}
"
15530,"[(181833, 79.32487411736471), (186926, 6.089201134707263), (178381, 5.097748907285264), (178216, 4.966028272691041), (180783, 4.81966041188553), (180139, 4.587162573248517), (180414, 4.457565572219257), (187313, 4.347822092497024), (187491, 4.262143540240712), (180097, 4.191132968142805), (178834, 4.1852051708095885), (187490, 4.0868600711194), (178835, 4.060657642472902), (178858, 3.9911330491116086), (179387, 3.9141918980073105), (178427, 3.88162249830786), (180598, 3.826349752951328), (177991, 3.807719800245985), (180423, 3.737387668529968), (179035, 3.705513793874286)]","format_forward(u_int ftype, struct Forward *fwd)
{
	char *ret;

	switch (ftype) {
	case MUX_FWD_LOCAL:
		xasprintf(&ret, ""local forward %.200s:%d -> %.200s:%d"",
		    (fwd->listen_path != NULL) ? fwd->listen_path :
		    (fwd->listen_host == NULL) ?
		    (options.fwd_opts.gateway_ports ? ""*"" : ""LOCALHOST"") :
		    fwd->listen_host, fwd->listen_port,
		    (fwd->connect_path != NULL) ? fwd->connect_path :
		    fwd->connect_host, fwd->connect_port);
		break;
	case MUX_FWD_DYNAMIC:
		xasprintf(&ret, ""dynamic forward %.200s:%d -> *"",
		    (fwd->listen_host == NULL) ?
		    (options.fwd_opts.gateway_ports ? ""*"" : ""LOCALHOST"") :
		     fwd->listen_host, fwd->listen_port);
		break;
	case MUX_FWD_REMOTE:
		xasprintf(&ret, ""remote forward %.200s:%d -> %.200s:%d"",
		    (fwd->listen_path != NULL) ? fwd->listen_path :
		    (fwd->listen_host == NULL) ?
		    ""LOCALHOST"" : fwd->listen_host,
		    fwd->listen_port,
		    (fwd->connect_path != NULL) ? fwd->connect_path :
		    fwd->connect_host, fwd->connect_port);
		break;
	default:
		fatal(""%s: unknown forward type %u"", __func__, ftype);
	}
	return ret;
}
"
110105,"[(187738, 37.508467386805755), (181416, 26.37833349014261), (180703, 25.379684529419144), (186458, 25.306130233306696), (183013, 25.029646642854452), (187737, 24.29791792132204), (186374, 21.17056924652327), (184826, 20.14355468784192), (186672, 18.31871619120606), (185991, 18.024738919747627), (181554, 17.716395269058808), (187146, 16.337470184120964), (178324, 16.178383285867653), (186719, 16.019709660625956), (177830, 14.224619580082656), (185767, 14.141740158864055), (187129, 14.057568436710694), (178053, 13.58728574732896), (184555, 13.133069663126367), (186730, 13.113341544366532)]","bool PpapiPluginProcessHost::Send(IPC::Message* message) {
  return process_->Send(message);
}
"
88454,"[(182716, 75.91889403910346), (187511, 46.587027666516406), (178648, 42.016593193707955), (179946, 38.65302881720272), (182717, 38.331741186518336), (179947, 38.16988325576744), (179617, 37.3051295468014), (179528, 31.988584314241336), (179527, 30.819389867429663), (178647, 29.41345367238364), (180583, 27.813322630140725), (179619, 23.95270732859057), (179531, 22.354950909210704), (179575, 18.277402919766782), (179578, 17.883363189006364), (187722, 17.870807005069196), (180344, 16.887392648124173), (187728, 16.17634154260785), (183335, 15.313454548315944), (182409, 15.1273765619936)]","GPMF_ERR GPMF_Validate(GPMF_stream *ms, GPMF_LEVELS recurse)
{
	if (ms)
	{
		uint32_t currpos = ms->pos;
		int32_t nestsize = (int32_t)ms->nest_size[ms->nest_level];
		if (nestsize == 0 && ms->nest_level == 0)
			nestsize = ms->buffer_size_longs;
		
		while (ms->pos+1 < ms->buffer_size_longs && nestsize > 0)
		{
			uint32_t key = ms->buffer[ms->pos];

			if (ms->nest_level == 0 && key != GPMF_KEY_DEVICE && ms->device_count == 0 && ms->pos == 0)
			{
				DBG_MSG(""ERROR: uninitized -- GPMF_ERROR_BAD_STRUCTURE\n"");
				return GPMF_ERROR_BAD_STRUCTURE;
			}

			if (GPMF_VALID_FOURCC(key))
			{
				uint32_t type_size_repeat = ms->buffer[ms->pos + 1];
				int32_t size = GPMF_DATA_SIZE(type_size_repeat) >> 2;
				uint8_t type = GPMF_SAMPLE_TYPE(type_size_repeat);
				if (size + 2 > nestsize)
				{
					DBG_MSG(""ERROR: nest size too small within %c%c%c%c-- GPMF_ERROR_BAD_STRUCTURE\n"", PRINTF_4CC(key));
					return GPMF_ERROR_BAD_STRUCTURE;
				}

				if (!GPMF_VALID_FOURCC(key))
				{
					DBG_MSG(""ERROR: invalid 4CC -- GPMF_ERROR_BAD_STRUCTURE\n"");
					return GPMF_ERROR_BAD_STRUCTURE;
				}

				if (type == GPMF_TYPE_NEST && recurse == GPMF_RECURSE_LEVELS)
				{
					uint32_t validnest;
					ms->pos += 2;
					ms->nest_level++;
					if (ms->nest_level > GPMF_NEST_LIMIT)
					{
						DBG_MSG(""ERROR: nest level within %c%c%c%c too deep -- GPMF_ERROR_BAD_STRUCTURE\n"", PRINTF_4CC(key));
						return GPMF_ERROR_BAD_STRUCTURE;
					}
					ms->nest_size[ms->nest_level] = size;
					validnest = GPMF_Validate(ms, recurse);
					ms->nest_level--;
					if (GPMF_OK != validnest)
					{
						DBG_MSG(""ERROR: invalid nest within %c%c%c%c -- GPMF_ERROR_BAD_STRUCTURE\n"", PRINTF_4CC(key));
						return GPMF_ERROR_BAD_STRUCTURE;
					}
					else
					{
						if (ms->nest_level == 0)
							ms->device_count++;
					}

					ms->pos += size;
					nestsize -= 2 + size;

					while (ms->pos < ms->buffer_size_longs && nestsize > 0 && ms->buffer[ms->pos] == GPMF_KEY_END)
					{
						ms->pos++;
						nestsize--;
					}
				}
				else
				{
					ms->pos += 2 + size;
					nestsize -= 2 + size;
				}

				if (ms->pos == ms->buffer_size_longs)
				{
					ms->pos = currpos;
					return GPMF_OK;
				}
			}
			else
			{
				if (key == GPMF_KEY_END)
				{
					do
					{
						ms->pos++;
						nestsize--;
					} while (ms->pos < ms->buffer_size_longs && nestsize > 0 && ms->buffer[ms->pos] == 0);
				}
				else if (ms->nest_level == 0 && ms->device_count > 0)
				{
					ms->pos = currpos;
					return GPMF_OK;
				}
				else
				{
					DBG_MSG(""ERROR: bad struct within %c%c%c%c -- GPMF_ERROR_BAD_STRUCTURE\n"", PRINTF_4CC(key));
					return GPMF_ERROR_BAD_STRUCTURE;
				}
			}
		}

		ms->pos = currpos;
		return GPMF_OK;
	}
	else
	{
		DBG_MSG(""ERROR: Invalid handle -- GPMF_ERROR_MEMORY\n"");
		return GPMF_ERROR_MEMORY;
	}
}
"
